respondent_id	persona	Q1_in_fuzhou_university	Q2_birth_year	Q3_grade	Q4_major_category	Q5_internship_experience	Q6_employment_direction_clarity	Q7_unit_type	Q8_region	Q9_info_channels	Q10_salary_security_rank	Q11_career_development_rank	Q12_interest_match_rank	Q13_work_life_rank	Q14_company_social_rank	Q15_overall_rank	Q16_willing_consider_low_fame	Q17_other_factors
SIM-100	大二_积极型	2	5	2	1	1	1	3|4|1	1	7|2|6|5	福利待遇与社会保障>工作环境及工作条件>薪资收入水平>工作稳定性	发展个人能力特长>晋升机会>长期职业发展空间>培训和学习机会	工作内容与所学专业相匹配>工作内容符合个人兴趣>工作能够实现个人价值并获得成就感	工作时间和休假制度>办公硬件环境>工作强度与加班情况>工作地点及通勤条件	企业发展前景>企业知名度和社会声誉>企业文化和工作氛围	薪资与保障因素>企业与社会因素>工作生活因素>职业发展因素>兴趣与匹配因素	3	
SIM-101	大一_积极型	1	4	1	5	2	2	2	1	2|7|6	福利待遇与社会保障>薪资收入水平>工作稳定性>工作环境及工作条件	培训和学习机会>晋升机会>发展个人能力特长>长期职业发展空间	工作内容符合个人兴趣>工作内容与所学专业相匹配>工作能够实现个人价值并获得成就感	工作地点及通勤条件>工作时间和休假制度>办公硬件环境>工作强度与加班情况	企业发展前景>企业文化和工作氛围>企业知名度和社会声誉	企业与社会因素>兴趣与匹配因素>薪资与保障因素>工作生活因素>职业发展因素	1	更想去有年轻团队的公司。
SIM-102	大二_积极型	1	6	2	1	2	3	5	1	3|6	工作环境及工作条件>福利待遇与社会保障>薪资收入水平>工作稳定性	发展个人能力特长>晋升机会>培训和学习机会>长期职业发展空间	工作内容与所学专业相匹配>工作内容符合个人兴趣>工作能够实现个人价值并获得成就感	办公硬件环境>工作强度与加班情况>工作时间和休假制度>工作地点及通勤条件	企业发展前景>企业知名度和社会声誉>企业文化和工作氛围	薪资与保障因素>工作生活因素>兴趣与匹配因素>职业发展因素>企业与社会因素	3	企业是否有清晰的晋升通道很关键。
SIM-103	大一_积极型	2	6	1	7	1	2	1|2	1	6|7|1	工作环境及工作条件>工作稳定性>薪资收入水平>福利待遇与社会保障	发展个人能力特长>培训和学习机会>长期职业发展空间>晋升机会	工作内容与所学专业相匹配>工作内容符合个人兴趣>工作能够实现个人价值并获得成就感	工作地点及通勤条件>工作时间和休假制度>工作强度与加班情况>办公硬件环境	企业知名度和社会声誉>企业发展前景>企业文化和工作氛围	企业与社会因素>薪资与保障因素>工作生活因素>兴趣与匹配因素>职业发展因素	3	希望岗位和专业对口，学有所用。
SIM-104	大一_积极型	1	5	1	7	2	1	1	5	2|8|3	工作环境及工作条件>福利待遇与社会保障>工作稳定性>薪资收入水平	发展个人能力特长>培训和学习机会>长期职业发展空间>晋升机会	工作内容符合个人兴趣>工作内容与所学专业相匹配>工作能够实现个人价值并获得成就感	工作地点及通勤条件>工作强度与加班情况>工作时间和休假制度>办公硬件环境	企业知名度和社会声誉>企业文化和工作氛围>企业发展前景	职业发展因素>兴趣与匹配因素>工作生活因素>企业与社会因素>薪资与保障因素	1	
SIM-105	大一_理性型	1	4	1	2	1	2	7|6	2	10|7|6	薪资收入水平>工作稳定性>福利待遇与社会保障>工作环境及工作条件	长期职业发展空间>晋升机会>培训和学习机会>发展个人能力特长	工作内容与所学专业相匹配>工作能够实现个人价值并获得成就感>工作内容符合个人兴趣	工作时间和休假制度>工作强度与加班情况>办公硬件环境>工作地点及通勤条件	企业知名度和社会声誉>企业文化和工作氛围>企业发展前景	薪资与保障因素>工作生活因素>职业发展因素>兴趣与匹配因素>企业与社会因素	2	更看重团队氛围是否融洽。
SIM-106	大二_积极型	1	6	2	2	2	2	1|4|2	3	8|7	福利待遇与社会保障>薪资收入水平>工作环境及工作条件>工作稳定性	发展个人能力特长>长期职业发展空间>培训和学习机会>晋升机会	工作能够实现个人价值并获得成就感>工作内容符合个人兴趣>工作内容与所学专业相匹配	办公硬件环境>工作强度与加班情况>工作地点及通勤条件>工作时间和休假制度	企业知名度和社会声誉>企业发展前景>企业文化和工作氛围	薪资与保障因素>企业与社会因素>职业发展因素>兴趣与匹配因素>工作生活因素	2	离家近、通勤方便对我很重要。
SIM-107	大一_积极型	1	7	1	2	2	2	5|4	1	2|3|6|7	薪资收入水平>福利待遇与社会保障>工作稳定性>工作环境及工作条件	长期职业发展空间>培训和学习机会>发展个人能力特长>晋升机会	工作内容与所学专业相匹配>工作内容符合个人兴趣>工作能够实现个人价值并获得成就感	办公硬件环境>工作时间和休假制度>工作强度与加班情况>工作地点及通勤条件	企业文化和工作氛围>企业知名度和社会声誉>企业发展前景	职业发展因素>企业与社会因素>薪资与保障因素>兴趣与匹配因素>工作生活因素	3	更想去有年轻团队的公司。
SIM-108	大一_理性型	1	5	1	2	2	1	5|8	1	7|2|1	福利待遇与社会保障>薪资收入水平>工作环境及工作条件>工作稳定性	培训和学习机会>晋升机会>长期职业发展空间>发展个人能力特长	工作内容符合个人兴趣>工作能够实现个人价值并获得成就感>工作内容与所学专业相匹配	办公硬件环境>工作强度与加班情况>工作地点及通勤条件>工作时间和休假制度	企业知名度和社会声誉>企业文化和工作氛围>企业发展前景	薪资与保障因素>职业发展因素>兴趣与匹配因素>工作生活因素>企业与社会因素	3	
SIM-109	大三_理性型	1	5	3	5	2	3	1	5	7|6|1|10	工作稳定性>工作环境及工作条件>福利待遇与社会保障>薪资收入水平	晋升机会>培训和学习机会>发展个人能力特长>长期职业发展空间	工作能够实现个人价值并获得成就感>工作内容与所学专业相匹配>工作内容符合个人兴趣	办公硬件环境>工作强度与加班情况>工作地点及通勤条件>工作时间和休假制度	企业发展前景>企业文化和工作氛围>企业知名度和社会声誉	薪资与保障因素>兴趣与匹配因素>企业与社会因素>职业发展因素>工作生活因素	3	希望能参与到有实际产出感的项目。
SIM-110	大三_积极型	1	4	3	1	1	2	4	1	1|7|2	工作稳定性>薪资收入水平>工作环境及工作条件>福利待遇与社会保障	长期职业发展空间>晋升机会>培训和学习机会>发展个人能力特长	工作能够实现个人价值并获得成就感>工作内容与所学专业相匹配>工作内容符合个人兴趣	工作时间和休假制度>工作强度与加班情况>工作地点及通勤条件>办公硬件环境	企业发展前景>企业知名度和社会声誉>企业文化和工作氛围	薪资与保障因素>企业与社会因素>职业发展因素>兴趣与匹配因素>工作生活因素	3	
SIM-111	大三_积极型	1	4	3	7	1	4	2	1	3|6|7|10	薪资收入水平>工作环境及工作条件>福利待遇与社会保障>工作稳定性	发展个人能力特长>培训和学习机会>长期职业发展空间>晋升机会	工作能够实现个人价值并获得成就感>工作内容与所学专业相匹配>工作内容符合个人兴趣	工作时间和休假制度>工作地点及通勤条件>办公硬件环境>工作强度与加班情况	企业知名度和社会声誉>企业文化和工作氛围>企业发展前景	职业发展因素>兴趣与匹配因素>企业与社会因素>工作生活因素>薪资与保障因素	1	
SIM-112	研究生_理性型	1	3	5	7	2	2	2	1	3|4	工作稳定性>福利待遇与社会保障>薪资收入水平>工作环境及工作条件	发展个人能力特长>培训和学习机会>晋升机会>长期职业发展空间	工作内容与所学专业相匹配>工作能够实现个人价值并获得成就感>工作内容符合个人兴趣	工作时间和休假制度>工作地点及通勤条件>工作强度与加班情况>办公硬件环境	企业知名度和社会声誉>企业发展前景>企业文化和工作氛围	薪资与保障因素>兴趣与匹配因素>工作生活因素>企业与社会因素>职业发展因素	2	
SIM-113	大四_谨慎型	1	4	4	1	2	4	5|1|2	1	7|9	工作稳定性>福利待遇与社会保障>工作环境及工作条件>薪资收入水平	培训和学习机会>发展个人能力特长>晋升机会>长期职业发展空间	工作能够实现个人价值并获得成就感>工作内容符合个人兴趣>工作内容与所学专业相匹配	办公硬件环境>工作时间和休假制度>工作强度与加班情况>工作地点及通勤条件	企业发展前景>企业文化和工作氛围>企业知名度和社会声誉	兴趣与匹配因素>企业与社会因素>职业发展因素>薪资与保障因素>工作生活因素	3	更想去有年轻团队的公司。
SIM-114	大四_积极型	1	4	4	1	1	1	4	1	6|7|2	工作环境及工作条件>薪资收入水平>工作稳定性>福利待遇与社会保障	晋升机会>培训和学习机会>长期职业发展空间>发展个人能力特长	工作能够实现个人价值并获得成就感>工作内容与所学专业相匹配>工作内容符合个人兴趣	工作地点及通勤条件>工作强度与加班情况>工作时间和休假制度>办公硬件环境	企业知名度和社会声誉>企业文化和工作氛围>企业发展前景	兴趣与匹配因素>薪资与保障因素>职业发展因素>企业与社会因素>工作生活因素	3	城市落户政策和人才补贴也会考虑。
SIM-115	大四_理性型	1	3	4	5	1	2	1	5	2|7|5|8	工作环境及工作条件>工作稳定性>福利待遇与社会保障>薪资收入水平	培训和学习机会>发展个人能力特长>晋升机会>长期职业发展空间	工作内容符合个人兴趣>工作能够实现个人价值并获得成就感>工作内容与所学专业相匹配	工作时间和休假制度>工作强度与加班情况>办公硬件环境>工作地点及通勤条件	企业文化和工作氛围>企业发展前景>企业知名度和社会声誉	薪资与保障因素>工作生活因素>企业与社会因素>职业发展因素>兴趣与匹配因素	1	
SIM-116	大三_理性型	1	4	3	3	1	3	5|1	1	6|8	工作环境及工作条件>工作稳定性>福利待遇与社会保障>薪资收入水平	晋升机会>长期职业发展空间>培训和学习机会>发展个人能力特长	工作内容与所学专业相匹配>工作能够实现个人价值并获得成就感>工作内容符合个人兴趣	工作时间和休假制度>办公硬件环境>工作地点及通勤条件>工作强度与加班情况	企业文化和工作氛围>企业知名度和社会声誉>企业发展前景	薪资与保障因素>职业发展因素>工作生活因素>企业与社会因素>兴趣与匹配因素	2	看重大平台带来的眼界和人脉。
SIM-117	研究生_理性型	1	1	5	2	1	3	4	1	10|7|3	福利待遇与社会保障>薪资收入水平>工作环境及工作条件>工作稳定性	晋升机会>发展个人能力特长>长期职业发展空间>培训和学习机会	工作内容与所学专业相匹配>工作内容符合个人兴趣>工作能够实现个人价值并获得成就感	办公硬件环境>工作时间和休假制度>工作地点及通勤条件>工作强度与加班情况	企业知名度和社会声誉>企业发展前景>企业文化和工作氛围	企业与社会因素>薪资与保障因素>兴趣与匹配因素>工作生活因素>职业发展因素	3	城市落户政策和人才补贴也会考虑。
SIM-118	大一_积极型	1	6	1	2	2	2	5|1|4	1	3|2|6	工作环境及工作条件>福利待遇与社会保障>薪资收入水平>工作稳定性	晋升机会>长期职业发展空间>发展个人能力特长>培训和学习机会	工作内容符合个人兴趣>工作内容与所学专业相匹配>工作能够实现个人价值并获得成就感	办公硬件环境>工作地点及通勤条件>工作时间和休假制度>工作强度与加班情况	企业文化和工作氛围>企业发展前景>企业知名度和社会声誉	职业发展因素>薪资与保障因素>工作生活因素>企业与社会因素>兴趣与匹配因素	1	希望能参与到有实际产出感的项目。
SIM-119	大四_理性型	1	2	4	2	1	2	1|4	1	8|10	薪资收入水平>福利待遇与社会保障>工作稳定性>工作环境及工作条件	发展个人能力特长>培训和学习机会>长期职业发展空间>晋升机会	工作内容符合个人兴趣>工作能够实现个人价值并获得成就感>工作内容与所学专业相匹配	工作地点及通勤条件>办公硬件环境>工作时间和休假制度>工作强度与加班情况	企业文化和工作氛围>企业知名度和社会声誉>企业发展前景	薪资与保障因素>职业发展因素>企业与社会因素>工作生活因素>兴趣与匹配因素	2	
SIM-120	大一_积极型	1	6	1	1	2	4	1	1	7|8|1|6	工作环境及工作条件>福利待遇与社会保障>工作稳定性>薪资收入水平	培训和学习机会>发展个人能力特长>晋升机会>长期职业发展空间	工作能够实现个人价值并获得成就感>工作内容与所学专业相匹配>工作内容符合个人兴趣	工作时间和休假制度>办公硬件环境>工作强度与加班情况>工作地点及通勤条件	企业发展前景>企业知名度和社会声誉>企业文化和工作氛围	职业发展因素>企业与社会因素>工作生活因素>薪资与保障因素>兴趣与匹配因素	1	
SIM-121	大二_积极型	1	5	2	1	1	2	4|5	1	8|2	工作稳定性>薪资收入水平>工作环境及工作条件>福利待遇与社会保障	发展个人能力特长>长期职业发展空间>培训和学习机会>晋升机会	工作能够实现个人价值并获得成就感>工作内容符合个人兴趣>工作内容与所学专业相匹配	工作地点及通勤条件>工作强度与加班情况>工作时间和休假制度>办公硬件环境	企业发展前景>企业知名度和社会声誉>企业文化和工作氛围	职业发展因素>工作生活因素>兴趣与匹配因素>企业与社会因素>薪资与保障因素	2	在意办公环境，比如工位和设备。
SIM-122	大三_积极型	1	3	3	2	1	2	4	2	7|2|3|8	工作稳定性>工作环境及工作条件>薪资收入水平>福利待遇与社会保障	长期职业发展空间>晋升机会>培训和学习机会>发展个人能力特长	工作内容与所学专业相匹配>工作内容符合个人兴趣>工作能够实现个人价值并获得成就感	工作地点及通勤条件>办公硬件环境>工作强度与加班情况>工作时间和休假制度	企业发展前景>企业知名度和社会声誉>企业文化和工作氛围	薪资与保障因素>兴趣与匹配因素>工作生活因素>职业发展因素>企业与社会因素	1	国企稳定，家里人也放心。
SIM-123	大四_理性型	1	2	4	7	1	2	4	3	6|3	工作环境及工作条件>薪资收入水平>福利待遇与社会保障>工作稳定性	晋升机会>培训和学习机会>长期职业发展空间>发展个人能力特长	工作内容符合个人兴趣>工作能够实现个人价值并获得成就感>工作内容与所学专业相匹配	工作地点及通勤条件>工作强度与加班情况>工作时间和休假制度>办公硬件环境	企业发展前景>企业知名度和社会声誉>企业文化和工作氛围	工作生活因素>企业与社会因素>职业发展因素>薪资与保障因素>兴趣与匹配因素	2	
SIM-124	大二_理性型	1	6	2	2	2	2	1|5	1	2|4|3	工作稳定性>福利待遇与社会保障>薪资收入水平>工作环境及工作条件	长期职业发展空间>培训和学习机会>晋升机会>发展个人能力特长	工作能够实现个人价值并获得成就感>工作内容与所学专业相匹配>工作内容符合个人兴趣	办公硬件环境>工作时间和休假制度>工作地点及通勤条件>工作强度与加班情况	企业知名度和社会声誉>企业发展前景>企业文化和工作氛围	薪资与保障因素>工作生活因素>职业发展因素>兴趣与匹配因素>企业与社会因素	1	
SIM-125	大二_谨慎型	1	4	2	1	1	3	1|6|4	1	2|8	薪资收入水平>工作稳定性>福利待遇与社会保障>工作环境及工作条件	晋升机会>长期职业发展空间>发展个人能力特长>培训和学习机会	工作能够实现个人价值并获得成就感>工作内容与所学专业相匹配>工作内容符合个人兴趣	办公硬件环境>工作强度与加班情况>工作地点及通勤条件>工作时间和休假制度	企业发展前景>企业文化和工作氛围>企业知名度和社会声誉	兴趣与匹配因素>薪资与保障因素>企业与社会因素>工作生活因素>职业发展因素	3	倾向有海外业务的公司，想争取外派机会。
SIM-126	大二_理性型	1	4	2	3	1	3	4|2	1	5|3	福利待遇与社会保障>工作环境及工作条件>工作稳定性>薪资收入水平	长期职业发展空间>发展个人能力特长>晋升机会>培训和学习机会	工作能够实现个人价值并获得成就感>工作内容符合个人兴趣>工作内容与所学专业相匹配	办公硬件环境>工作强度与加班情况>工作地点及通勤条件>工作时间和休假制度	企业知名度和社会声誉>企业发展前景>企业文化和工作氛围	薪资与保障因素>工作生活因素>企业与社会因素>职业发展因素>兴趣与匹配因素	2	
SIM-127	大一_积极型	1	6	1	1	2	3	1|8	1	2|6|7|5	工作稳定性>工作环境及工作条件>福利待遇与社会保障>薪资收入水平	长期职业发展空间>晋升机会>发展个人能力特长>培训和学习机会	工作内容与所学专业相匹配>工作内容符合个人兴趣>工作能够实现个人价值并获得成就感	工作强度与加班情况>工作时间和休假制度>办公硬件环境>工作地点及通勤条件	企业文化和工作氛围>企业知名度和社会声誉>企业发展前景	职业发展因素>工作生活因素>兴趣与匹配因素>薪资与保障因素>企业与社会因素	2	
SIM-128	大二_谨慎型	1	5	2	1	2	2	2	2	9|3	工作稳定性>工作环境及工作条件>福利待遇与社会保障>薪资收入水平	发展个人能力特长>长期职业发展空间>晋升机会>培训和学习机会	工作能够实现个人价值并获得成就感>工作内容与所学专业相匹配>工作内容符合个人兴趣	工作时间和休假制度>办公硬件环境>工作强度与加班情况>工作地点及通勤条件	企业文化和工作氛围>企业知名度和社会声誉>企业发展前景	薪资与保障因素>工作生活因素>职业发展因素>企业与社会因素>兴趣与匹配因素	3	企业是否有清晰的晋升通道很关键。
SIM-129	大三_理性型	1	5	3	1	1	3	2|1	2	7|2	工作环境及工作条件>薪资收入水平>福利待遇与社会保障>工作稳定性	培训和学习机会>晋升机会>长期职业发展空间>发展个人能力特长	工作内容与所学专业相匹配>工作能够实现个人价值并获得成就感>工作内容符合个人兴趣	工作地点及通勤条件>工作时间和休假制度>办公硬件环境>工作强度与加班情况	企业知名度和社会声誉>企业发展前景>企业文化和工作氛围	薪资与保障因素>企业与社会因素>工作生活因素>兴趣与匹配因素>职业发展因素	2	比较在意五险一金是否足额缴纳。
SIM-130	大三_谨慎型	1	5	3	1	1	4	2|1	2	7|1	工作环境及工作条件>福利待遇与社会保障>工作稳定性>薪资收入水平	长期职业发展空间>发展个人能力特长>培训和学习机会>晋升机会	工作能够实现个人价值并获得成就感>工作内容符合个人兴趣>工作内容与所学专业相匹配	工作强度与加班情况>工作时间和休假制度>工作地点及通勤条件>办公硬件环境	企业知名度和社会声誉>企业文化和工作氛围>企业发展前景	工作生活因素>企业与社会因素>兴趣与匹配因素>职业发展因素>薪资与保障因素	2	薪资是第一位的，其他都可以谈。
SIM-131	大三_理性型	1	5	3	3	2	1	1|2|6	3	6|7|5|2	工作稳定性>薪资收入水平>福利待遇与社会保障>工作环境及工作条件	长期职业发展空间>发展个人能力特长>培训和学习机会>晋升机会	工作能够实现个人价值并获得成就感>工作内容符合个人兴趣>工作内容与所学专业相匹配	工作地点及通勤条件>工作强度与加班情况>工作时间和休假制度>办公硬件环境	企业发展前景>企业知名度和社会声誉>企业文化和工作氛围	薪资与保障因素>企业与社会因素>兴趣与匹配因素>工作生活因素>职业发展因素	2	
SIM-132	大三_理性型	1	4	3	5	1	3	2	2	4|2|8	福利待遇与社会保障>薪资收入水平>工作稳定性>工作环境及工作条件	晋升机会>发展个人能力特长>长期职业发展空间>培训和学习机会	工作内容符合个人兴趣>工作内容与所学专业相匹配>工作能够实现个人价值并获得成就感	工作时间和休假制度>工作地点及通勤条件>工作强度与加班情况>办公硬件环境	企业知名度和社会声誉>企业文化和工作氛围>企业发展前景	薪资与保障因素>职业发展因素>企业与社会因素>工作生活因素>兴趣与匹配因素	2	企业是否有清晰的晋升通道很关键。
SIM-133	大四_理性型	1	3	4	2	1	1	5|6	3	1|5|9	工作稳定性>福利待遇与社会保障>薪资收入水平>工作环境及工作条件	晋升机会>发展个人能力特长>培训和学习机会>长期职业发展空间	工作能够实现个人价值并获得成就感>工作内容与所学专业相匹配>工作内容符合个人兴趣	工作强度与加班情况>工作地点及通勤条件>工作时间和休假制度>办公硬件环境	企业知名度和社会声誉>企业文化和工作氛围>企业发展前景	薪资与保障因素>兴趣与匹配因素>职业发展因素>工作生活因素>企业与社会因素	4	更想去有年轻团队的公司。
SIM-134	大四_积极型	1	2	4	2	1	2	1	3	7|2|1	工作环境及工作条件>工作稳定性>福利待遇与社会保障>薪资收入水平	发展个人能力特长>晋升机会>长期职业发展空间>培训和学习机会	工作内容符合个人兴趣>工作能够实现个人价值并获得成就感>工作内容与所学专业相匹配	办公硬件环境>工作时间和休假制度>工作地点及通勤条件>工作强度与加班情况	企业文化和工作氛围>企业知名度和社会声誉>企业发展前景	薪资与保障因素>企业与社会因素>职业发展因素>兴趣与匹配因素>工作生活因素	4	比较在意五险一金是否足额缴纳。
SIM-135	大四_谨慎型	1	4	4	2	1	3	1|2	1	3|2	薪资收入水平>工作环境及工作条件>福利待遇与社会保障>工作稳定性	培训和学习机会>长期职业发展空间>晋升机会>发展个人能力特长	工作内容与所学专业相匹配>工作能够实现个人价值并获得成就感>工作内容符合个人兴趣	工作地点及通勤条件>工作时间和休假制度>办公硬件环境>工作强度与加班情况	企业知名度和社会声誉>企业文化和工作氛围>企业发展前景	工作生活因素>薪资与保障因素>兴趣与匹配因素>企业与社会因素>职业发展因素	3	
SIM-136	大三_谨慎型	1	4	3	1	1	3	4	1	9|7|3	福利待遇与社会保障>工作环境及工作条件>薪资收入水平>工作稳定性	长期职业发展空间>培训和学习机会>发展个人能力特长>晋升机会	工作内容与所学专业相匹配>工作内容符合个人兴趣>工作能够实现个人价值并获得成就感	办公硬件环境>工作地点及通勤条件>工作时间和休假制度>工作强度与加班情况	企业知名度和社会声誉>企业发展前景>企业文化和工作氛围	工作生活因素>兴趣与匹配因素>薪资与保障因素>职业发展因素>企业与社会因素	3	
SIM-137	大二_积极型	1	6	2	5	1	3	5|4	1	6|3	福利待遇与社会保障>工作稳定性>工作环境及工作条件>薪资收入水平	长期职业发展空间>晋升机会>培训和学习机会>发展个人能力特长	工作能够实现个人价值并获得成就感>工作内容符合个人兴趣>工作内容与所学专业相匹配	办公硬件环境>工作地点及通勤条件>工作时间和休假制度>工作强度与加班情况	企业文化和工作氛围>企业发展前景>企业知名度和社会声誉	职业发展因素>薪资与保障因素>企业与社会因素>兴趣与匹配因素>工作生活因素	3	国企稳定，家里人也放心。
SIM-138	大二_理性型	1	6	2	1	1	3	4	5	3|9|7|6	福利待遇与社会保障>薪资收入水平>工作稳定性>工作环境及工作条件	长期职业发展空间>培训和学习机会>晋升机会>发展个人能力特长	工作能够实现个人价值并获得成就感>工作内容符合个人兴趣>工作内容与所学专业相匹配	工作强度与加班情况>工作时间和休假制度>工作地点及通勤条件>办公硬件环境	企业文化和工作氛围>企业发展前景>企业知名度和社会声誉	企业与社会因素>兴趣与匹配因素>职业发展因素>薪资与保障因素>工作生活因素	2	看重大平台带来的眼界和人脉。
SIM-139	大二_理性型	1	4	2	4	2	2	2	1	4|2	薪资收入水平>工作环境及工作条件>福利待遇与社会保障>工作稳定性	发展个人能力特长>培训和学习机会>长期职业发展空间>晋升机会	工作内容符合个人兴趣>工作内容与所学专业相匹配>工作能够实现个人价值并获得成就感	工作强度与加班情况>工作地点及通勤条件>办公硬件环境>工作时间和休假制度	企业发展前景>企业文化和工作氛围>企业知名度和社会声誉	企业与社会因素>工作生活因素>兴趣与匹配因素>薪资与保障因素>职业发展因素	2	
SIM-140	大一_积极型	1	5	1	2	2	1	4|1	1	1|7	福利待遇与社会保障>工作稳定性>工作环境及工作条件>薪资收入水平	培训和学习机会>晋升机会>发展个人能力特长>长期职业发展空间	工作内容与所学专业相匹配>工作能够实现个人价值并获得成就感>工作内容符合个人兴趣	工作时间和休假制度>办公硬件环境>工作强度与加班情况>工作地点及通勤条件	企业发展前景>企业知名度和社会声誉>企业文化和工作氛围	职业发展因素>工作生活因素>薪资与保障因素>企业与社会因素>兴趣与匹配因素	2	希望公司有完善的导师带教制度。
SIM-141	大二_积极型	1	6	2	1	2	2	4	1	3|5|1	薪资收入水平>工作环境及工作条件>工作稳定性>福利待遇与社会保障	晋升机会>发展个人能力特长>长期职业发展空间>培训和学习机会	工作内容与所学专业相匹配>工作能够实现个人价值并获得成就感>工作内容符合个人兴趣	办公硬件环境>工作时间和休假制度>工作强度与加班情况>工作地点及通勤条件	企业发展前景>企业文化和工作氛围>企业知名度和社会声誉	薪资与保障因素>职业发展因素>工作生活因素>企业与社会因素>兴趣与匹配因素	5	企业是否有清晰的晋升通道很关键。
SIM-142	大四_理性型	1	3	4	2	1	3	2|6	5	7|2	福利待遇与社会保障>薪资收入水平>工作稳定性>工作环境及工作条件	发展个人能力特长>长期职业发展空间>晋升机会>培训和学习机会	工作内容与所学专业相匹配>工作内容符合个人兴趣>工作能够实现个人价值并获得成就感	工作强度与加班情况>办公硬件环境>工作地点及通勤条件>工作时间和休假制度	企业发展前景>企业知名度和社会声誉>企业文化和工作氛围	职业发展因素>工作生活因素>兴趣与匹配因素>薪资与保障因素>企业与社会因素	3	
SIM-143	大四_积极型	1	4	4	2	1	2	4|5	3	5|1|2	薪资收入水平>工作环境及工作条件>福利待遇与社会保障>工作稳定性	长期职业发展空间>晋升机会>发展个人能力特长>培训和学习机会	工作内容与所学专业相匹配>工作能够实现个人价值并获得成就感>工作内容符合个人兴趣	工作地点及通勤条件>工作时间和休假制度>办公硬件环境>工作强度与加班情况	企业知名度和社会声誉>企业发展前景>企业文化和工作氛围	职业发展因素>企业与社会因素>薪资与保障因素>兴趣与匹配因素>工作生活因素	1	看重大平台带来的眼界和人脉。
SIM-144	大四_积极型	1	3	4	3	2	1	5	1	1|2|9|5	工作稳定性>福利待遇与社会保障>工作环境及工作条件>薪资收入水平	发展个人能力特长>晋升机会>培训和学习机会>长期职业发展空间	工作内容符合个人兴趣>工作内容与所学专业相匹配>工作能够实现个人价值并获得成就感	工作强度与加班情况>工作时间和休假制度>办公硬件环境>工作地点及通勤条件	企业发展前景>企业知名度和社会声誉>企业文化和工作氛围	职业发展因素>薪资与保障因素>工作生活因素>企业与社会因素>兴趣与匹配因素	3	薪资是第一位的，其他都可以谈。
SIM-145	大二_积极型	1	6	2	1	1	2	2	2	5|2	工作稳定性>福利待遇与社会保障>薪资收入水平>工作环境及工作条件	培训和学习机会>长期职业发展空间>发展个人能力特长>晋升机会	工作内容与所学专业相匹配>工作内容符合个人兴趣>工作能够实现个人价值并获得成就感	工作时间和休假制度>办公硬件环境>工作地点及通勤条件>工作强度与加班情况	企业发展前景>企业文化和工作氛围>企业知名度和社会声誉	企业与社会因素>工作生活因素>兴趣与匹配因素>薪资与保障因素>职业发展因素	1	更想去有年轻团队的公司。
SIM-146	大一_谨慎型	1	5	1	3	1	3	4|1|2	3	1|3|8	福利待遇与社会保障>工作环境及工作条件>工作稳定性>薪资收入水平	长期职业发展空间>发展个人能力特长>晋升机会>培训和学习机会	工作内容与所学专业相匹配>工作内容符合个人兴趣>工作能够实现个人价值并获得成就感	工作强度与加班情况>工作时间和休假制度>工作地点及通勤条件>办公硬件环境	企业知名度和社会声誉>企业发展前景>企业文化和工作氛围	职业发展因素>兴趣与匹配因素>工作生活因素>企业与社会因素>薪资与保障因素	4	国企稳定，家里人也放心。
SIM-147	大二_积极型	1	5	2	2	1	2	2|3	1	6|2|9|7	工作环境及工作条件>工作稳定性>福利待遇与社会保障>薪资收入水平	发展个人能力特长>长期职业发展空间>培训和学习机会>晋升机会	工作内容与所学专业相匹配>工作内容符合个人兴趣>工作能够实现个人价值并获得成就感	工作强度与加班情况>工作时间和休假制度>办公硬件环境>工作地点及通勤条件	企业知名度和社会声誉>企业文化和工作氛围>企业发展前景	薪资与保障因素>企业与社会因素>职业发展因素>兴趣与匹配因素>工作生活因素	1	
SIM-148	大四_积极型	1	4	4	3	1	3	7|6	5	3|5	薪资收入水平>工作稳定性>工作环境及工作条件>福利待遇与社会保障	培训和学习机会>长期职业发展空间>晋升机会>发展个人能力特长	工作内容符合个人兴趣>工作内容与所学专业相匹配>工作能够实现个人价值并获得成就感	工作强度与加班情况>工作地点及通勤条件>工作时间和休假制度>办公硬件环境	企业文化和工作氛围>企业发展前景>企业知名度和社会声誉	职业发展因素>兴趣与匹配因素>薪资与保障因素>企业与社会因素>工作生活因素	1	希望能参与到有实际产出感的项目。
SIM-149	大三_理性型	1	4	3	2	1	3	4	1	3|4	福利待遇与社会保障>工作稳定性>薪资收入水平>工作环境及工作条件	培训和学习机会>晋升机会>长期职业发展空间>发展个人能力特长	工作内容符合个人兴趣>工作能够实现个人价值并获得成就感>工作内容与所学专业相匹配	工作强度与加班情况>工作地点及通勤条件>办公硬件环境>工作时间和休假制度	企业知名度和社会声誉>企业文化和工作氛围>企业发展前景	工作生活因素>薪资与保障因素>企业与社会因素>职业发展因素>兴趣与匹配因素	2	加班有加班费或调休的话可以接受。
